location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"540 W North Ave IL 60148",41.904897,-88.031839,0.88,nearest_rooftop_match,550,"W North Ave",,,Lombard,IL,"DuPage County",60148,US,Dupage
"300 E Roosevelt Rd IL 60148",41.860857,-88.009559,1,rooftop,300,"E Roosevelt Rd",,,Lombard,IL,"DuPage County",60148,US,Dupage
"269 Yorktown Shopping Ctr IL 60148",41.869829,-88.003864,0.22,place,,,,,Lombard,IL,"DuPage County",60148,US,"TIGER/Line® dataset from the US Census Bureau"
"625 W Jackson St IL 61455",40.45871,-90.679824,1,range_interpolation,625,"W Jackson St",,,Macomb,IL,"McDonough County",61455,US,"TIGER/Line® dataset from the US Census Bureau"
"105 S Prairie St IL 61455",40.458546,-90.652325,1,range_interpolation,105,"S Prairie St",,,Macomb,IL,"McDonough County",61455,US,"TIGER/Line® dataset from the US Census Bureau"
"625 W Jackson St IL 61455",40.45871,-90.679824,1,range_interpolation,625,"W Jackson St",,,Macomb,IL,"McDonough County",61455,US,"TIGER/Line® dataset from the US Census Bureau"
"105 S Prairie St IL 61455",40.458546,-90.652325,1,range_interpolation,105,"S Prairie St",,,Macomb,IL,"McDonough County",61455,US,"TIGER/Line® dataset from the US Census Bureau"
"700 N Court St IL 62959",37.735386,-88.93298,1,rooftop,700,"N Court St",,,Marion,IL,"Williamson County",62959,US,Williamson
"2603 W Deyoung St IL 62959",37.740296,-88.963302,1,rooftop,2603,"W Deyoung St",,,Marion,IL,"Williamson County",62959,US,Williamson
"700 N Court St IL 62959",37.735386,-88.93298,1,rooftop,700,"N Court St",,,Marion,IL,"Williamson County",62959,US,Williamson
"2603 W Deyoung St IL 62959",37.740296,-88.963302,1,rooftop,2603,"W Deyoung St",,,Marion,IL,"Williamson County",62959,US,Williamson
"4212 Lake Land Blvd IL 61938",39.43316,-88.377525,1,rooftop,4212,"Lakeland Blvd",,,Mattoon,IL,"Coles County",61938,US,Coles
"103 Dettro Dr IL 61938",39.483529,-88.336775,1,rooftop,103,"Dettro Dr",,,Mattoon,IL,"Coles County",61938,US,Coles
"101 Dettro Dr IL 61938",39.481975,-88.337839,1,rooftop,101,"Dettro Dr",,,Mattoon,IL,"Coles County",61938,US,Coles
"4212 Lake Land Blvd IL 61938",39.43316,-88.377525,1,rooftop,4212,"Lakeland Blvd",,,Mattoon,IL,"Coles County",61938,US,Coles
"103 Dettro Dr IL 61938",39.483529,-88.336775,1,rooftop,103,"Dettro Dr",,,Mattoon,IL,"Coles County",61938,US,Coles
"101 Dettro Dr IL 61938",39.481975,-88.337839,1,rooftop,101,"Dettro Dr",,,Mattoon,IL,"Coles County",61938,US,Coles
"507 West Roosevelt Road IL 60153",41.864518,-87.838378,1,range_interpolation,507,"W Roosevelt Rd",,,Maywood,IL,"Cook County",60153,US,"TIGER/Line® dataset from the US Census Bureau"
"11 N 1st Ave IL 60153",41.888277,-87.833475,1,rooftop,11,"N 1st Ave",,,Maywood,IL,"Cook County",60153,US,Cook
"507 West Roosevelt Road IL 60153",41.864518,-87.838378,1,range_interpolation,507,"W Roosevelt Rd",,,Maywood,IL,"Cook County",60153,US,"TIGER/Line® dataset from the US Census Bureau"
"11 N 1st Ave IL 60153",41.888277,-87.833475,1,rooftop,11,"N 1st Ave",,,Maywood,IL,"Cook County",60153,US,Cook
"500 W Randolph St IL 62859",40.315621,-88.98451,0.9,rooftop,500,"W Randolph St",,,Heyworth,IL,"McLean County",61745,US,Mclean
"104 N Jackson St IL 62859",38.095304,-88.535192,1,range_interpolation,104,"N Jackson St",,,"Mc Leansboro",IL,"Hamilton County",62859,US,"TIGER/Line® dataset from the US Census Bureau"
"500 W Randolph St IL 62859",40.315621,-88.98451,0.9,rooftop,500,"W Randolph St",,,Heyworth,IL,"McLean County",61745,US,Mclean
"104 N Jackson St IL 62859",38.095304,-88.535192,1,range_interpolation,104,"N Jackson St",,,"Mc Leansboro",IL,"Hamilton County",62859,US,"TIGER/Line® dataset from the US Census Bureau"
"522 S Il Route 31 IL 60050",42.163156,-88.296027,0.9,range_interpolation,522,"S State Rte 31",,,Algonquin,IL,"McHenry County",60102,US,"TIGER/Line® dataset from the US Census Bureau"
"4411 W Elm St IL 60050",42.346828,-88.284367,1,rooftop,4411,"W Elm St",,,McHenry,IL,"McHenry County",60050,US,Mchenry
"2019 N Richmond Rd IL 60051",42.356852,-88.269016,0.85,rooftop,2019,"N Richmond Rd",,,McHenry,IL,"McHenry County",60050,US,Mchenry
"522 S Il Route 31 IL 60050",42.163156,-88.296027,0.9,range_interpolation,522,"S State Rte 31",,,Algonquin,IL,"McHenry County",60102,US,"TIGER/Line® dataset from the US Census Bureau"
"4411 W Elm St IL 60050",42.346828,-88.284367,1,rooftop,4411,"W Elm St",,,McHenry,IL,"McHenry County",60050,US,Mchenry
"2019 N Richmond Rd IL 60051",42.356852,-88.269016,0.85,rooftop,2019,"N Richmond Rd",,,McHenry,IL,"McHenry County",60050,US,Mchenry
"1413 Washington St IL 61342",41.548055,-89.130304,1,range_interpolation,1413,"Washington St",,,Mendota,IL,"LaSalle County",61342,US,"TIGER/Line® dataset from the US Census Bureau"
"2701 E 12th St IL 61342",41.554814,-89.106406,1,range_interpolation,2701,"E 12th St",,,Mendota,IL,"LaSalle County",61342,US,"TIGER/Line® dataset from the US Census Bureau"
"1413 Washington St IL 61342",41.548055,-89.130304,1,range_interpolation,1413,"Washington St",,,Mendota,IL,"LaSalle County",61342,US,"TIGER/Line® dataset from the US Census Bureau"
"2701 E 12th St IL 61342",41.554814,-89.106406,1,range_interpolation,2701,"E 12th St",,,Mendota,IL,"LaSalle County",61342,US,"TIGER/Line® dataset from the US Census Bureau"
"100 Ridge Rd IL 60447",41.492433,-88.272392,0.6,street_center,,"County Rd 11",,,Minooka,IL,"Kendall County",60447,US,"TIGER/Line® dataset from the US Census Bureau"
"102 Ridge Rd IL 60447",41.455665,-88.271494,0.7,range_interpolation,102,"N Ridge Rd",,,Minooka,IL,"Grundy County",60447,US,"TIGER/Line® dataset from the US Census Bureau"
"100 Ridge Rd IL 60447",41.492433,-88.272392,0.6,street_center,,"County Rd 11",,,Minooka,IL,"Kendall County",60447,US,"TIGER/Line® dataset from the US Census Bureau"
"102 Ridge Rd IL 60447",41.455665,-88.271494,0.7,range_interpolation,102,"N Ridge Rd",,,Minooka,IL,"Grundy County",60447,US,"TIGER/Line® dataset from the US Census Bureau"
"1800 36th Ave IL 61265",41.477799,-90.506751,1,range_interpolation,1800,"36th Ave",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"2701 69th Avenue Ct IL 61265",41.45556,-90.499429,1,range_interpolation,2701,"69th Avenue Ct",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"3433 Avenue Of The Cities IL 61265",41.490013,-90.506848,0.6,street_center,,"Ave Of The Cities",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"3435 Avenue Of The Cities IL 61265",41.490013,-90.506848,0.6,street_center,,"Ave Of The Cities",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"400 1st St IL 61265",41.513143,-90.46074,1,range_interpolation,400,"1st St",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"1800 36th Ave IL 61265",41.477799,-90.506751,1,range_interpolation,1800,"36th Ave",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"2701 69th Avenue Ct IL 61265",41.45556,-90.499429,1,range_interpolation,2701,"69th Avenue Ct",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"3433 Avenue Of The Cities IL 61265",41.490013,-90.506848,0.6,street_center,,"Ave Of The Cities",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"3435 Avenue Of The Cities IL 61265",41.490013,-90.506848,0.6,street_center,,"Ave Of The Cities",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"400 1st St IL 61265",41.513143,-90.46074,1,range_interpolation,400,"1st St",,,Moline,IL,"Rock Island County",61265,US,"TIGER/Line® dataset from the US Census Bureau"
"100 W Rand Rd IL 60056",42.082414,-87.937673,1,rooftop,100,"W Rand Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"13 W Rand Rd IL 60056",42.081695,-87.938524,1,rooftop,13,"W Rand Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"999 N Elmhurst Rd IL 60056",42.08444,-87.933324,1,rooftop,999,"N Elmhurst Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"100 W Rand Rd IL 60056",42.082414,-87.937673,1,rooftop,100,"W Rand Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"13 W Rand Rd IL 60056",42.081695,-87.938524,1,rooftop,13,"W Rand Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"999 N Elmhurst Rd IL 60056",42.08444,-87.933324,1,rooftop,999,"N Elmhurst Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"102 Potomac Blvd IL 62864",38.318071,-88.955954,1,range_interpolation,102,"Potomac Blvd",,,"Mount Vernon",IL,"Jefferson County",62864,US,"TIGER/Line® dataset from the US Census Bureau"
"2806 Broadway St IL 62864",38.315388,-88.926516,1,range_interpolation,2806,"Broadway St",,,"Mount Vernon",IL,"Jefferson County",62864,US,"TIGER/Line® dataset from the US Census Bureau"
"102 Potomac Blvd IL 62864",38.318071,-88.955954,1,range_interpolation,102,"Potomac Blvd",,,"Mount Vernon",IL,"Jefferson County",62864,US,"TIGER/Line® dataset from the US Census Bureau"
"2806 Broadway St IL 62864",38.315388,-88.926516,1,range_interpolation,2806,"Broadway St",,,"Mount Vernon",IL,"Jefferson County",62864,US,"TIGER/Line® dataset from the US Census Bureau"
"663 Illinois 83 IL 60060",42.245377,-88.011523,0.6,street_center,,"N State Rte 83",,,Mundelein,IL,"Lake County",60060,US,"TIGER/Line® dataset from the US Census Bureau"
"450 Townline Rd IL 60060",42.240542,-87.994932,1,rooftop,450,"Townline Rd",,,Mundelein,IL,"Lake County",60060,US,Lake
"151 N Lake St IL 60060",42.265592,-88.003532,1,rooftop,151,"N Lake St",,,Mundelein,IL,"Lake County",60060,US,Lake
"665 S Il Route 83 IL 60060",42.255588,-88.021909,1,rooftop,665,"S IL Route 83",,,Mundelein,IL,"Lake County",60060,US,Lake
"663 Illinois 83 IL 60060",42.245377,-88.011523,0.6,street_center,,"N State Rte 83",,,Mundelein,IL,"Lake County",60060,US,"TIGER/Line® dataset from the US Census Bureau"
"450 Townline Rd IL 60060",42.240542,-87.994932,1,rooftop,450,"Townline Rd",,,Mundelein,IL,"Lake County",60060,US,Lake
"151 N Lake St IL 60060",42.265592,-88.003532,1,rooftop,151,"N Lake St",,,Mundelein,IL,"Lake County",60060,US,Lake
"665 S Il Route 83 IL 60060",42.255588,-88.021909,1,rooftop,665,"S IL Route 83",,,Mundelein,IL,"Lake County",60060,US,Lake
"550 E Industrial Park Rd IL 62966",37.789131,-89.322671,1,range_interpolation,550,"E Industrial Park Rd",,,Murphysboro,IL,"Jackson County",62966,US,"TIGER/Line® dataset from the US Census Bureau"
"1020 Walnut St IL 62966",37.764583,-89.335061,1,rooftop,1020,"Walnut St",,,Murphysboro,IL,"Jackson County",62966,US,Jackson
"550 E Industrial Park Rd IL 62966",37.789131,-89.322671,1,range_interpolation,550,"E Industrial Park Rd",,,Murphysboro,IL,"Jackson County",62966,US,"TIGER/Line® dataset from the US Census Bureau"
"1020 Walnut St IL 62966",37.764583,-89.335061,1,rooftop,1020,"Walnut St",,,Murphysboro,IL,"Jackson County",62966,US,Jackson
"339a Douglas Ave IL 60540",41.777519,-88.154209,1,rooftop,339,"Douglas Ave",,,Naperville,IL,"DuPage County",60540,US,"City of Naperville"
"1298 S Naper Blvd IL 60540",41.749733,-88.115666,1,rooftop,1298,"S Naper Blvd",,,Naperville,IL,"DuPage County",60540,US,Dupage
"1376 Illinois 59 IL 60563",41.790691,-88.205071,1,rooftop,1376,"State Rte 59",,,Naperville,IL,"DuPage County",60563,US,"City of Naperville"
"514 N River Rd IL 60563",41.783979,-88.181672,1,range_interpolation,514,"N River Rd",,,Naperville,IL,"DuPage County",60563,US,"TIGER/Line® dataset from the US Census Bureau"
"1520 N Naper Blvd IL 60563",41.798123,-88.118992,1,rooftop,1520,"N Naper Blvd",,,Naperville,IL,"DuPage County",60563,US,Ingham
"3232 S State Route 59 IL 60564",41.705583,-88.204828,1,rooftop,3232,"State Rte 59",,,Naperville,IL,"Will County",60564,US,"City of Naperville"
"892 W 75th St IL 60565",41.747321,-88.163876,1,rooftop,892,"W 75th St",,,Naperville,IL,"DuPage County",60565,US,Waco
"339a Douglas Ave IL 60540",41.777519,-88.154209,1,rooftop,339,"Douglas Ave",,,Naperville,IL,"DuPage County",60540,US,"City of Naperville"
"1298 S Naper Blvd IL 60540",41.749733,-88.115666,1,rooftop,1298,"S Naper Blvd",,,Naperville,IL,"DuPage County",60540,US,Dupage
"1376 Illinois 59 IL 60563",41.790691,-88.205071,1,rooftop,1376,"State Rte 59",,,Naperville,IL,"DuPage County",60563,US,"City of Naperville"
"514 N River Rd IL 60563",41.783979,-88.181672,1,range_interpolation,514,"N River Rd",,,Naperville,IL,"DuPage County",60563,US,"TIGER/Line® dataset from the US Census Bureau"
"1520 N Naper Blvd IL 60563",41.798123,-88.118992,1,rooftop,1520,"N Naper Blvd",,,Naperville,IL,"DuPage County",60563,US,Ingham
"3232 S State Route 59 IL 60564",41.705583,-88.204828,1,rooftop,3232,"State Rte 59",,,Naperville,IL,"Will County",60564,US,"City of Naperville"
"892 W 75th St IL 60565",41.747321,-88.163876,1,rooftop,892,"W 75th St",,,Naperville,IL,"DuPage County",60565,US,Waco
"600 W Maple St IL 60451",41.517903,-87.981753,1,rooftop,600,"W Maple St",,,"New Lenox",IL,"Will County",60451,US,Will
"2151 East Laraway Road IL 60451",41.484358,-87.921617,1,rooftop,2151,"E Laraway Rd",,,"New Lenox",IL,"Will County",60451,US,Will
"600 W Maple St IL 60451",41.517903,-87.981753,1,rooftop,600,"W Maple St",,,"New Lenox",IL,"Will County",60451,US,Will
"2151 East Laraway Road IL 60451",41.484358,-87.921617,1,rooftop,2151,"E Laraway Rd",,,"New Lenox",IL,"Will County",60451,US,Will
"N Milwaukee Ave IL 60016",42.060491,-87.844021,1,street_center,,"N Milwaukee Ave",,,"Des Plaines",IL,"Cook County",60016,US,"TIGER/Line® dataset from the US Census Bureau"
"298 Golf Mill Ctr IL 60714",42.0503,-87.836363,1,rooftop,298,"Golf Mill Ctr",,,Niles,IL,"Cook County",60714,US,Cook
"8460 W Dempster St IL 60714",42.040518,-87.837679,1,rooftop,8460,"W Dempster St",,,Niles,IL,"Cook County",60714,US,Cook
"7969 N Milwaukee Ave IL 60714",42.025765,-87.813194,1,rooftop,7969,"N Milwaukee Ave",,,Niles,IL,"Cook County",60714,US,Cook
"N Milwaukee Ave IL 60016",42.060491,-87.844021,1,street_center,,"N Milwaukee Ave",,,"Des Plaines",IL,"Cook County",60016,US,"TIGER/Line® dataset from the US Census Bureau"
"298 Golf Mill Ctr IL 60714",42.0503,-87.836363,1,rooftop,298,"Golf Mill Ctr",,,Niles,IL,"Cook County",60714,US,Cook
"8460 W Dempster St IL 60714",42.040518,-87.837679,1,rooftop,8460,"W Dempster St",,,Niles,IL,"Cook County",60714,US,Cook
"7969 N Milwaukee Ave IL 60714",42.025765,-87.813194,1,rooftop,7969,"N Milwaukee Ave",,,Niles,IL,"Cook County",60714,US,Cook
"804 S Main St IL 61761",40.503375,-88.994234,1,rooftop,804,"S Main St",,,Normal,IL,"McLean County",61761,US,Mclean
"1535 E College Ave IL 61761",40.509842,-88.955944,1,rooftop,1535,"E College Ave",,,Normal,IL,"McLean County",61761,US,Mclean
"1607 N Main St IL 61761",40.530239,-88.996613,1,rooftop,1607,"N Main St",,,Normal,IL,"McLean County",61761,US,Mclean
"804 S Main St IL 61761",40.503375,-88.994234,1,rooftop,804,"S Main St",,,Normal,IL,"McLean County",61761,US,Mclean
"1535 E College Ave IL 61761",40.509842,-88.955944,1,rooftop,1535,"E College Ave",,,Normal,IL,"McLean County",61761,US,Mclean
"1607 N Main St IL 61761",40.530239,-88.996613,1,rooftop,1607,"N Main St",,,Normal,IL,"McLean County",61761,US,Mclean
"2211 Green Bay Rd IL 60064",42.319067,-87.865504,1,rooftop,2211,"Green Bay Rd",,,"North Chicago",IL,"Lake County",60064,US,Lake
"3001 6th St IL 60088",42.30796,-87.838274,1,range_interpolation,3001,"6th St",,,"Great Lakes",IL,"Lake County",60088,US,"TIGER/Line® dataset from the US Census Bureau"
"2211 Green Bay Rd IL 60064",42.319067,-87.865504,1,rooftop,2211,"Green Bay Rd",,,"North Chicago",IL,"Lake County",60064,US,Lake
"3001 6th St IL 60088",42.30796,-87.838274,1,range_interpolation,3001,"6th St",,,"Great Lakes",IL,"Lake County",60088,US,"TIGER/Line® dataset from the US Census Bureau"
"200 Skokie Blvd IL 60062",42.149168,-87.800216,1,rooftop,200,"Skokie Blvd",,,Northbrook,IL,"Cook County",60062,US,Cook
"2261 Northbrook Ct IL 60062",42.151761,-87.81698,1,range_interpolation,2261,"Northbrook Ct",,,Northbrook,IL,"Cook County",60062,US,"TIGER/Line® dataset from the US Census Bureau"
"4195 Dundee Rd IL 60062",42.138316,-87.882383,1,range_interpolation,4195,"Dundee Rd",,,Northbrook,IL,"Cook County",60062,US,"TIGER/Line® dataset from the US Census Bureau"
"Dundee Rd IL 60062",42.138159,-87.844012,1,street_center,,"Dundee Rd",,,Northbrook,IL,"Cook County",60062,US,"TIGER/Line® dataset from the US Census Bureau"
"200 Skokie Blvd IL 60062",42.149168,-87.800216,1,rooftop,200,"Skokie Blvd",,,Northbrook,IL,"Cook County",60062,US,Cook
"2261 Northbrook Ct IL 60062",42.151761,-87.81698,1,range_interpolation,2261,"Northbrook Ct",,,Northbrook,IL,"Cook County",60062,US,"TIGER/Line® dataset from the US Census Bureau"
"4195 Dundee Rd IL 60062",42.138316,-87.882383,1,range_interpolation,4195,"Dundee Rd",,,Northbrook,IL,"Cook County",60062,US,"TIGER/Line® dataset from the US Census Bureau"
"Dundee Rd IL 60062",42.138159,-87.844012,1,street_center,,"Dundee Rd",,,Northbrook,IL,"Cook County",60062,US,"TIGER/Line® dataset from the US Census Bureau"
"1790 Frank Scott Pkwy E IL 62269",38.570934,-89.930439,0.74,nearest_rooftop_match,1761,"Frank Scott Pkwy",,,O'fallon,IL,"St. Clair County",62269,US,"City of Ofallon"
"1610 W Us Highway 50 IL 62269",38.593049,-89.955096,1,rooftop,1610,"W Hwy 50",,,"O Fallon",IL,"St. Clair County",62269,US,"City of Ofallon"
"109 E Us Highway 50 IL 62269",38.584533,-89.909204,1,rooftop,109,"E Hwy 50",,,"O Fallon",IL,"St. Clair County",62269,US,"City of Ofallon"
"108 E Us Highway 50 IL 62269",38.585189,-89.910024,1,rooftop,108,"E Hwy 50",,,"O Fallon",IL,"St. Clair County",62269,US,"City of Ofallon"
"1790 Frank Scott Pkwy E IL 62269",38.570934,-89.930439,0.74,nearest_rooftop_match,1761,"Frank Scott Pkwy",,,O'fallon,IL,"St. Clair County",62269,US,"City of Ofallon"
"1610 W Us Highway 50 IL 62269",38.593049,-89.955096,1,rooftop,1610,"W Hwy 50",,,"O Fallon",IL,"St. Clair County",62269,US,"City of Ofallon"
"109 E Us Highway 50 IL 62269",38.584533,-89.909204,1,rooftop,109,"E Hwy 50",,,"O Fallon",IL,"St. Clair County",62269,US,"City of Ofallon"
"108 E Us Highway 50 IL 62269",38.585189,-89.910024,1,rooftop,108,"E Hwy 50",,,"O Fallon",IL,"St. Clair County",62269,US,"City of Ofallon"
"2111 Midwest Rd IL 60521",41.847536,-87.971656,0.65,rooftop,2111,"Midwest Rd",,,"Oak Brook",IL,"DuPage County",60523,US,Dupage
"66 Oakbrook Ctr IL 60521",41.849086,-87.954158,0.67,nearest_rooftop_match,1,"Oakbrook Ctr",,,Hinsdale,IL,"DuPage County",60521,US,Dupage
"2915 Jorie Blvd IL 60523",41.836066,-87.943791,1,rooftop,2915,"Jorie Blvd",,,"Oak Brook",IL,"DuPage County",60523,US,Dupage
"1120 W 22nd St IL 60523",41.84809,-87.945306,1,rooftop,1120,"W 22nd St",,,"Oak Brook",IL,"DuPage County",60523,US,Dupage
"Mcdonalds Dr IL 60523",41.84804,-87.945699,1,street_center,,"McDonalds Dr",,,"Oak Brook",IL,"DuPage County",60523,US,"TIGER/Line® dataset from the US Census Bureau"
"2111 Midwest Rd IL 60521",41.847536,-87.971656,0.65,rooftop,2111,"Midwest Rd",,,"Oak Brook",IL,"DuPage County",60523,US,Dupage
"66 Oakbrook Ctr IL 60521",41.849086,-87.954158,0.67,nearest_rooftop_match,1,"Oakbrook Ctr",,,Hinsdale,IL,"DuPage County",60521,US,Dupage
"2915 Jorie Blvd IL 60523",41.836066,-87.943791,1,rooftop,2915,"Jorie Blvd",,,"Oak Brook",IL,"DuPage County",60523,US,Dupage
"1120 W 22nd St IL 60523",41.84809,-87.945306,1,rooftop,1120,"W 22nd St",,,"Oak Brook",IL,"DuPage County",60523,US,Dupage
"Mcdonalds Dr IL 60523",41.84804,-87.945699,1,street_center,,"McDonalds Dr",,,"Oak Brook",IL,"DuPage County",60523,US,"TIGER/Line® dataset from the US Census Bureau"
"9128 S Cicero Ave IL 60453",41.726831,-87.741483,1,rooftop,9128,"S Cicero Ave",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"10549 S Cicero Ave IL 60453",41.700377,-87.739474,1,rooftop,10549,"S Cicero Ave",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"6034 W 95th St IL 60453",41.719999,-87.771836,1,rooftop,6034,"W 95th St",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"9128 S Cicero Ave IL 60453",41.726831,-87.741483,1,rooftop,9128,"S Cicero Ave",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"10549 S Cicero Ave IL 60453",41.700377,-87.739474,1,rooftop,10549,"S Cicero Ave",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"6034 W 95th St IL 60453",41.719999,-87.771836,1,rooftop,6034,"W 95th St",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"11241 W 159th St IL 60462",41.600193,-87.89304,0.65,rooftop,11241,"159th St",,,"Orland Park",IL,"Cook County",60467,US,Cook
"14445 S La Grange Rd IL 60462",41.625307,-87.83293,0.22,place,,,,,"Orland Park",IL,"Cook County",60462,US,"TIGER/Line® dataset from the US Census Bureau"
"9110 W 159th St IL 60462",41.601646,-87.845136,1,range_interpolation,9110,"W 159th St",,,"Orland Park",IL,"Cook County",60462,US,"TIGER/Line® dataset from the US Census Bureau"
"11111 179th Street IL 60467",41.563915,-87.888478,1,rooftop,11111,"179th St",,,"Orland Park",IL,"Cook County",60467,US,Cook
"11241 W 159th St IL 60462",41.600193,-87.89304,0.65,rooftop,11241,"159th St",,,"Orland Park",IL,"Cook County",60467,US,Cook
"14445 S La Grange Rd IL 60462",41.625307,-87.83293,0.22,place,,,,,"Orland Park",IL,"Cook County",60462,US,"TIGER/Line® dataset from the US Census Bureau"
"9110 W 159th St IL 60462",41.601646,-87.845136,1,range_interpolation,9110,"W 159th St",,,"Orland Park",IL,"Cook County",60462,US,"TIGER/Line® dataset from the US Census Bureau"
"11111 179th Street IL 60467",41.563915,-87.888478,1,rooftop,11111,"179th St",,,"Orland Park",IL,"Cook County",60467,US,Cook
"3417 Orchard Rd IL 60543",41.68618,-88.380972,1,rooftop,3417,"Orchard Rd",,,Oswego,IL,"Kendall County",60543,US,Kendall
"U.S. 34 IL 60543",41.695592,-88.323771,1,street_center,,"State Rte 34",,,Oswego,IL,"Kendall County",60543,US,"TIGER/Line® dataset from the US Census Bureau"
"339 Douglas St IL 60543",41.67943,-88.354827,1,range_interpolation,339,"Douglas St",,,Oswego,IL,"Kendall County",60543,US,"TIGER/Line® dataset from the US Census Bureau"
"2890 U.S. 34 IL 60543",41.695831,-88.321794,1,rooftop,2890,"State Rte 34",,,Oswego,IL,"Kendall County",60543,US,Kendall
"3417 Orchard Rd IL 60543",41.68618,-88.380972,1,rooftop,3417,"Orchard Rd",,,Oswego,IL,"Kendall County",60543,US,Kendall
"U.S. 34 IL 60543",41.695592,-88.323771,1,street_center,,"State Rte 34",,,Oswego,IL,"Kendall County",60543,US,"TIGER/Line® dataset from the US Census Bureau"
"339 Douglas St IL 60543",41.67943,-88.354827,1,range_interpolation,339,"Douglas St",,,Oswego,IL,"Kendall County",60543,US,"TIGER/Line® dataset from the US Census Bureau"
"2890 U.S. 34 IL 60543",41.695831,-88.321794,1,rooftop,2890,"State Rte 34",,,Oswego,IL,"Kendall County",60543,US,Kendall
"127 E Norris Dr IL 61350",41.356029,-88.840081,1,range_interpolation,127,"E Norris Dr",,,Ottawa,IL,"LaSalle County",61350,US,"TIGER/Line® dataset from the US Census Bureau"
"4041 Veterans Dr IL 61350",41.34559,-88.84258,0.33,place,,,,,Ottawa,IL,"LaSalle County",61350,US,"TIGER/Line® dataset from the US Census Bureau"
"127 E Norris Dr IL 61350",41.356029,-88.840081,1,range_interpolation,127,"E Norris Dr",,,Ottawa,IL,"LaSalle County",61350,US,"TIGER/Line® dataset from the US Census Bureau"
"4041 Veterans Dr IL 61350",41.34559,-88.84258,0.33,place,,,,,Ottawa,IL,"LaSalle County",61350,US,"TIGER/Line® dataset from the US Census Bureau"
"275 W Northwest Hwy IL 60067",42.117906,-88.036376,1,rooftop,275,"E Northwest Hwy",,,Palatine,IL,"Cook County",60067,US,Cook
"1576 N Rand Rd IL 60074",42.137122,-88.019818,1,rooftop,1576,"N Rand Rd",,,Palatine,IL,"Cook County",60074,US,Cook
"1570 E Northwest Hwy IL 60074",42.09484,-88.00601,1,rooftop,1570,"E Northwest Hwy",,,Palatine,IL,"Cook County",60074,US,Cook
"275 W Northwest Hwy IL 60067",42.117906,-88.036376,1,rooftop,275,"E Northwest Hwy",,,Palatine,IL,"Cook County",60067,US,Cook
"1576 N Rand Rd IL 60074",42.137122,-88.019818,1,rooftop,1576,"N Rand Rd",,,Palatine,IL,"Cook County",60074,US,Cook
"1570 E Northwest Hwy IL 60074",42.09484,-88.00601,1,rooftop,1570,"E Northwest Hwy",,,Palatine,IL,"Cook County",60074,US,Cook
"1013 Court St IL 61554",40.565639,-89.636748,1,rooftop,1013,"Court St",,,Pekin,IL,"Tazewell County",61554,US,Tazewell
"3295 Court St IL 61554",40.546803,-89.604031,1,range_interpolation,3295,"Court St",,,Pekin,IL,"Tazewell County",61554,US,"TIGER/Line® dataset from the US Census Bureau"
"3291 Court St IL 61554",40.546098,-89.602197,1,rooftop,3291,"Court St",,,Pekin,IL,"Tazewell County",61554,US,Tazewell
"3320 Veterans Dr IL 61554",40.538728,-89.595112,0.9,rooftop,3320,"S Veterans Dr",,,Pekin,IL,"Tazewell County",61554,US,Tazewell
"1124 Wesley Rd IL 61554",40.626366,-89.61831,0.9,rooftop,1124,"Wesley Rd",,,"Creve Coeur",IL,"Tazewell County",61610,US,Tazewell
"1013 Court St IL 61554",40.565639,-89.636748,1,rooftop,1013,"Court St",,,Pekin,IL,"Tazewell County",61554,US,Tazewell
"3295 Court St IL 61554",40.546803,-89.604031,1,range_interpolation,3295,"Court St",,,Pekin,IL,"Tazewell County",61554,US,"TIGER/Line® dataset from the US Census Bureau"
