location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"95 Clock Tower Plz IL 60120",42.029725,-88.278008,1,rooftop,95,"Clock Tower Plz",,,Elgin,IL,"Kane County",60120,US,Kane
"505 Dundee Ave IL 60120",42.046491,-88.275299,1,rooftop,505,"Dundee Ave",,,Elgin,IL,"Kane County",60120,US,Kane
"812 E Chicago St IL 60120",42.035766,-88.259531,1,rooftop,812,"E Chicago St",,,Elgin,IL,"Cook County",60120,US,Cook
"1730 N State St IL 60123",42.066601,-88.291698,1,range_interpolation,1730,"N State St",,,Elgin,IL,"Kane County",60123,US,"TIGER/Line® dataset from the US Census Bureau"
"80 Tyler Creek Plz IL 60123",42.059644,-88.315032,1,rooftop,80,"Tyler Creek Plz",,,Elgin,IL,"Kane County",60123,US,Kane
"1500 Larkin Ave IL 60123",42.034909,-88.314624,1,rooftop,1500,"Larkin Ave",,,Elgin,IL,"Kane County",60123,US,Kane
"263 S Randall Rd IL 60123",42.026419,-88.338105,1,rooftop,263,"S Randall Rd",,,Elgin,IL,"Kane County",60123,US,Kane
"318 S Mclean Blvd IL 60123",42.025084,-88.312352,0.89,nearest_rooftop_match,314,"S McLean Blvd",,,Elgin,IL,"Kane County",60123,US,Kane
"1137 Dundee Avenue IL 60120",42.058089,-88.266465,1,rooftop,1137,"Dundee Ave",,,Elgin,IL,"Kane County",60120,US,Kane
"95 Clock Tower Plz IL 60120",42.029725,-88.278008,1,rooftop,95,"Clock Tower Plz",,,Elgin,IL,"Kane County",60120,US,Kane
"505 Dundee Ave IL 60120",42.046491,-88.275299,1,rooftop,505,"Dundee Ave",,,Elgin,IL,"Kane County",60120,US,Kane
"812 E Chicago St IL 60120",42.035766,-88.259531,1,rooftop,812,"E Chicago St",,,Elgin,IL,"Cook County",60120,US,Cook
"1730 N State St IL 60123",42.066601,-88.291698,1,range_interpolation,1730,"N State St",,,Elgin,IL,"Kane County",60123,US,"TIGER/Line® dataset from the US Census Bureau"
"80 Tyler Creek Plz IL 60123",42.059644,-88.315032,1,rooftop,80,"Tyler Creek Plz",,,Elgin,IL,"Kane County",60123,US,Kane
"1500 Larkin Ave IL 60123",42.034909,-88.314624,1,rooftop,1500,"Larkin Ave",,,Elgin,IL,"Kane County",60123,US,Kane
"263 S Randall Rd IL 60123",42.026419,-88.338105,1,rooftop,263,"S Randall Rd",,,Elgin,IL,"Kane County",60123,US,Kane
"318 S Mclean Blvd IL 60123",42.025084,-88.312352,0.89,nearest_rooftop_match,314,"S McLean Blvd",,,Elgin,IL,"Kane County",60123,US,Kane
"700 E Higgins Rd IL 60007",42.041854,-88.061776,1,rooftop,700,"E Higgins Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,"City of Schaumburg"
"674 Meacham Road IL 60007",42.005769,-88.046272,1,rooftop,674,"Meacham Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"801 Meacham Rd IL 60007",42.001975,-88.043366,1,rooftop,801,"Meacham Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"850 Elmhurst Rd IL 60007",42.013537,-87.941111,1,rooftop,850,"Elmhurst Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"1103 Nerge Rd IL 60007",41.993587,-88.027477,1,rooftop,1103,"Nerge Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"50 Biesterfield Rd IL 60007",42.003853,-88.005499,1,rooftop,50,"Biesterfield Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"700 E Higgins Rd IL 60007",42.041854,-88.061776,1,rooftop,700,"E Higgins Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,"City of Schaumburg"
"674 Meacham Road IL 60007",42.005769,-88.046272,1,rooftop,674,"Meacham Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"801 Meacham Rd IL 60007",42.001975,-88.043366,1,rooftop,801,"Meacham Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"850 Elmhurst Rd IL 60007",42.013537,-87.941111,1,rooftop,850,"Elmhurst Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"1103 Nerge Rd IL 60007",41.993587,-88.027477,1,rooftop,1103,"Nerge Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"50 Biesterfield Rd IL 60007",42.003853,-88.005499,1,rooftop,50,"Biesterfield Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"506 W North Ave IL 60126",41.9057,-87.959289,1,range_interpolation,506,"W North Ave",,,Elmhurst,IL,"DuPage County",60126,US,"TIGER/Line® dataset from the US Census Bureau"
"936 S York St IL 60126",41.870493,-87.934606,1,range_interpolation,936,"S York St",,,Elmhurst,IL,"DuPage County",60126,US,"TIGER/Line® dataset from the US Census Bureau"
"506 W North Ave IL 60126",41.9057,-87.959289,1,range_interpolation,506,"W North Ave",,,Elmhurst,IL,"DuPage County",60126,US,"TIGER/Line® dataset from the US Census Bureau"
"936 S York St IL 60126",41.870493,-87.934606,1,range_interpolation,936,"S York St",,,Elmhurst,IL,"DuPage County",60126,US,"TIGER/Line® dataset from the US Census Bureau"
"1612 Benson Ave IL 60201",42.047835,-87.683686,1,rooftop,1612,"Benson Ave",,,Evanston,IL,"Cook County",60201,US,"City of Evanston"
"2658 Green Bay Rd IL 60201",42.066018,-87.700487,1,rooftop,2658,"Green Bay Rd",,,Evanston,IL,"Cook County",60201,US,"City of Evanston"
"1728 Sherman Ave IL 60201",42.049512,-87.682057,1,rooftop,1728,"Sherman Ave",,,Evanston,IL,"Cook County",60201,US,"City of Evanston"
"2494 Oakton Street IL 60202",42.025824,-87.708301,1,rooftop,2494,"Oakton St",,,Evanston,IL,"Cook County",60202,US,"City of Evanston"
"1900 Dempster St IL 60202",42.040628,-87.699621,1,rooftop,1900,"Dempster St",,,Evanston,IL,"Cook County",60202,US,"City of Evanston"
"101 Asbury Ave IL 60202",42.020084,-87.689927,1,rooftop,101,"Asbury Ave",,,Evanston,IL,"Cook County",60202,US,"City of Evanston"
"1612 Benson Ave IL 60201",42.047835,-87.683686,1,rooftop,1612,"Benson Ave",,,Evanston,IL,"Cook County",60201,US,"City of Evanston"
"2658 Green Bay Rd IL 60201",42.066018,-87.700487,1,rooftop,2658,"Green Bay Rd",,,Evanston,IL,"Cook County",60201,US,"City of Evanston"
"1728 Sherman Ave IL 60201",42.049512,-87.682057,1,rooftop,1728,"Sherman Ave",,,Evanston,IL,"Cook County",60201,US,"City of Evanston"
"2494 Oakton Street IL 60202",42.025824,-87.708301,1,rooftop,2494,"Oakton St",,,Evanston,IL,"Cook County",60202,US,"City of Evanston"
"1900 Dempster St IL 60202",42.040628,-87.699621,1,rooftop,1900,"Dempster St",,,Evanston,IL,"Cook County",60202,US,"City of Evanston"
"101 Asbury Ave IL 60202",42.020084,-87.689927,1,rooftop,101,"Asbury Ave",,,Evanston,IL,"Cook County",60202,US,"City of Evanston"
"2755 W 87th St IL 60805",41.735004,-87.691888,1,rooftop,2755,"W 87th St",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"9800 S Western Ave IL 60805",41.715161,-87.682296,1,rooftop,9800,"S Western Ave",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"3332 W 95th St IL 60805",41.721052,-87.705667,1,rooftop,3332,"W 95th St",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"2755 W 87th St IL 60805",41.735004,-87.691888,1,rooftop,2755,"W 87th St",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"9800 S Western Ave IL 60805",41.715161,-87.682296,1,rooftop,9800,"S Western Ave",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"3332 W 95th St IL 60805",41.721052,-87.705667,1,rooftop,3332,"W 95th St",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"6008 N Illinois St IL 62208",38.587736,-89.984046,1,rooftop,6008,"N Illinois St",,,"Fairview Heights",IL,"St. Clair County",62208,US,"St Clair"
"2057 Lincoln Highway IL 62208",38.592855,-89.976559,0.6,street_center,,"Lincoln Hwy",,,"Fairview Heights",IL,"St. Clair County",62208,US,"TIGER/Line® dataset from the US Census Bureau"
"2057 Lincoln Highway IL 62208",38.592855,-89.976559,0.6,street_center,,"Lincoln Hwy",,,"Fairview Heights",IL,"St. Clair County",62208,US,"TIGER/Line® dataset from the US Census Bureau"
"6008 N Illinois St IL 62208",38.587736,-89.984046,1,rooftop,6008,"N Illinois St",,,"Fairview Heights",IL,"St. Clair County",62208,US,"St Clair"
"2057 Lincoln Highway IL 62208",38.592855,-89.976559,0.6,street_center,,"Lincoln Hwy",,,"Fairview Heights",IL,"St. Clair County",62208,US,"TIGER/Line® dataset from the US Census Bureau"
"2057 Lincoln Highway IL 62208",38.592855,-89.976559,0.6,street_center,,"Lincoln Hwy",,,"Fairview Heights",IL,"St. Clair County",62208,US,"TIGER/Line® dataset from the US Census Bureau"
"530 Crescent Boulevard IL 60137",41.876636,-88.066129,1,rooftop,530,"Crescent Blvd",,,"Glen Ellyn",IL,"DuPage County",60137,US,Dupage
"22w251 North Ave IL 60137",41.902979,-88.058904,1,rooftop,22W251,"North Ave",,,"Glen Ellyn",IL,"DuPage County",60137,US,Dupage
"651 Roosevelt Rd IL 60137",41.859101,-88.060232,1,rooftop,651,"Roosevelt Rd",,,"Glen Ellyn",IL,"DuPage County",60137,US,Dupage
"530 Crescent Boulevard IL 60137",41.876636,-88.066129,1,rooftop,530,"Crescent Blvd",,,"Glen Ellyn",IL,"DuPage County",60137,US,Dupage
"22w251 North Ave IL 60137",41.902979,-88.058904,1,rooftop,22W251,"North Ave",,,"Glen Ellyn",IL,"DuPage County",60137,US,Dupage
"651 Roosevelt Rd IL 60137",41.859101,-88.060232,1,rooftop,651,"Roosevelt Rd",,,"Glen Ellyn",IL,"DuPage County",60137,US,Dupage
"980 Harlem Avenue IL 60025",42.072667,-87.806569,1,rooftop,980,"Harlem Ave",,,Glenview,IL,"Cook County",60025,US,Cook
"1410 Waukegan Road IL 60025",42.080588,-87.799277,1,rooftop,1410,"Waukegan Rd",,,Glenview,IL,"Cook County",60025,US,Cook
"9721 Milwaukee Avenue IL 60025",42.058443,-87.841255,1,rooftop,9721,"Milwaukee Ave",,,Glenview,IL,"Cook County",60025,US,Cook
"1750 Milwaukee Ave IL 60025",42.086464,-87.870475,1,rooftop,1750,"Milwaukee Ave",,,Glenview,IL,"Cook County",60025,US,Cook
"1208 Waukegan Rd IL 60025",42.076438,-87.799181,1,rooftop,1208,"Waukegan Rd",,,Glenview,IL,"Cook County",60025,US,Cook
"980 Harlem Avenue IL 60025",42.072667,-87.806569,1,rooftop,980,"Harlem Ave",,,Glenview,IL,"Cook County",60025,US,Cook
"1410 Waukegan Road IL 60025",42.080588,-87.799277,1,rooftop,1410,"Waukegan Rd",,,Glenview,IL,"Cook County",60025,US,Cook
"9721 Milwaukee Avenue IL 60025",42.058443,-87.841255,1,rooftop,9721,"Milwaukee Ave",,,Glenview,IL,"Cook County",60025,US,Cook
"1750 Milwaukee Ave IL 60025",42.086464,-87.870475,1,rooftop,1750,"Milwaukee Ave",,,Glenview,IL,"Cook County",60025,US,Cook
"1208 Waukegan Rd IL 60025",42.076438,-87.799181,1,rooftop,1208,"Waukegan Rd",,,Glenview,IL,"Cook County",60025,US,Cook
"7450 Barrington Rd IL 60133",42.006842,-88.145268,1,rooftop,7450,"Barrington Rd",,,"Hanover Park",IL,"Cook County",60133,US,Cook
"1511 Irving Park Rd IL 60133",42.004397,-88.141278,0.9,rooftop,1511,"W Irving Park Rd",,,Schaumburg,IL,"Cook County",60133,US,Cook
"7450 Barrington Rd IL 60133",42.006842,-88.145268,1,rooftop,7450,"Barrington Rd",,,"Hanover Park",IL,"Cook County",60133,US,Cook
"1511 Irving Park Rd IL 60133",42.004397,-88.141278,0.9,rooftop,1511,"W Irving Park Rd",,,Schaumburg,IL,"Cook County",60133,US,Cook
"7847 W 95th St IL 60457",41.718225,-87.815026,1,rooftop,7847,"W 95th St",,,"Hickory Hills",IL,"Cook County",60457,US,Cook
"8601 W 95th St IL 60457",41.718034,-87.833123,1,rooftop,8601,"W 95th St",,,"Hickory Hills",IL,"Cook County",60457,US,Cook
"7847 W 95th St IL 60457",41.718225,-87.815026,1,rooftop,7847,"W 95th St",,,"Hickory Hills",IL,"Cook County",60457,US,Cook
"8601 W 95th St IL 60457",41.718034,-87.833123,1,rooftop,8601,"W 95th St",,,"Hickory Hills",IL,"Cook County",60457,US,Cook
"1996 2nd Street IL 60035",42.188525,-87.803312,1,rooftop,1996,"2nd St",,,"Highland Park",IL,"Lake County",60035,US,Lake
"1990 Skokie Valley Rd IL 60035",42.188584,-87.825936,1,rooftop,1990,"Skokie Valley Rd",,,"Highland Park",IL,"Lake County",60035,US,Lake
"1996 2nd Street IL 60035",42.188525,-87.803312,1,rooftop,1996,"2nd St",,,"Highland Park",IL,"Lake County",60035,US,Lake
"1990 Skokie Valley Rd IL 60035",42.188584,-87.825936,1,rooftop,1990,"Skokie Valley Rd",,,"Highland Park",IL,"Lake County",60035,US,Lake
"2089 Barrington Road IL 60169",42.060094,-88.14451,1,range_interpolation,2089,"Barrington Rd",,,"Hoffman Estates",IL,"Cook County",60169,US,"TIGER/Line® dataset from the US Census Bureau"
"1165 Barrington Rd IL 60194",42.044279,-88.144514,1,range_interpolation,1165,"Barrington Rd",,,Schaumburg,IL,"Cook County",60194,US,"TIGER/Line® dataset from the US Census Bureau"
"2089 Barrington Road IL 60169",42.060094,-88.14451,1,range_interpolation,2089,"Barrington Rd",,,"Hoffman Estates",IL,"Cook County",60169,US,"TIGER/Line® dataset from the US Census Bureau"
"1165 Barrington Rd IL 60194",42.044279,-88.144514,1,range_interpolation,1165,"Barrington Rd",,,Schaumburg,IL,"Cook County",60194,US,"TIGER/Line® dataset from the US Census Bureau"
"15060 S Bell Rd IL 60491",41.615072,-87.931473,1,rooftop,15060,"S Bell Rd",,,"Homer Glen",IL,"Will County",60491,US,Will
"14135 S Bell Rd IL 60491",41.631313,-87.930558,1,rooftop,14135,"S Bell Rd",,,"Homer Glen",IL,"Will County",60491,US,Will
"15060 S Bell Rd IL 60491",41.615072,-87.931473,1,rooftop,15060,"S Bell Rd",,,"Homer Glen",IL,"Will County",60491,US,Will
"14135 S Bell Rd IL 60491",41.631313,-87.930558,1,rooftop,14135,"S Bell Rd",,,"Homer Glen",IL,"Will County",60491,US,Will
"17579 Halsted St IL 60430",41.569816,-87.635745,1,rooftop,17579,"Halsted St",,,Homewood,IL,"Cook County",60430,US,Cook
"2353 183rd St IL 60430",41.557065,-87.672926,1,range_interpolation,2353,"183rd St",,,Homewood,IL,"Cook County",60430,US,"TIGER/Line® dataset from the US Census Bureau"
"17579 Halsted St IL 60430",41.569816,-87.635745,1,rooftop,17579,"Halsted St",,,Homewood,IL,"Cook County",60430,US,Cook
"2353 183rd St IL 60430",41.557065,-87.672926,1,range_interpolation,2353,"183rd St",,,Homewood,IL,"Cook County",60430,US,"TIGER/Line® dataset from the US Census Bureau"
"9800 Illinois 47 IL 60142",42.225613,-88.422327,1,range_interpolation,9800,"State Rte 47",,,Huntley,IL,"McHenry County",60142,US,"TIGER/Line® dataset from the US Census Bureau"
"12090 Princeton Dr IL 60142",42.152684,-88.433727,1,rooftop,12090,"Princeton Dr",,,Huntley,IL,"Kane County",60142,US,Mchenry
"9800 Illinois 47 IL 60142",42.225613,-88.422327,1,range_interpolation,9800,"State Rte 47",,,Huntley,IL,"McHenry County",60142,US,"TIGER/Line® dataset from the US Census Bureau"
"12090 Princeton Dr IL 60142",42.152684,-88.433727,1,rooftop,12090,"Princeton Dr",,,Huntley,IL,"Kane County",60142,US,Mchenry
"1350 Houbolt Rd IL 60431",41.497128,-88.167855,1,rooftop,1350,"Houbolt Rd",,,Joliet,IL,"Will County",60431,US,Will
"334 Collins St IL 60432",41.53131,-88.072041,1,rooftop,334,"Collins St",,,Joliet,IL,"Will County",60432,US,Will
"2959 W Jefferson St IL 60435",41.522589,-88.155108,1,rooftop,2959,"W Jefferson St",,,Joliet,IL,"Will County",60435,US,Will
"3011 Plainfield Rd IL 60435",41.579654,-88.16094,1,rooftop,3011,"Plainfield Rd",,,Joliet,IL,"Will County",60435,US,Will
"20 S Larkin Ave IL 60436",41.521597,-88.124266,1,rooftop,20,"S Larkin Ave",,,Joliet,IL,"Will County",60436,US,Will
"1350 Houbolt Rd IL 60431",41.497128,-88.167855,1,rooftop,1350,"Houbolt Rd",,,Joliet,IL,"Will County",60431,US,Will
"334 Collins St IL 60432",41.53131,-88.072041,1,rooftop,334,"Collins St",,,Joliet,IL,"Will County",60432,US,Will
"2959 W Jefferson St IL 60435",41.522589,-88.155108,1,rooftop,2959,"W Jefferson St",,,Joliet,IL,"Will County",60435,US,Will
"3011 Plainfield Rd IL 60435",41.579654,-88.16094,1,rooftop,3011,"Plainfield Rd",,,Joliet,IL,"Will County",60435,US,Will
"20 S Larkin Ave IL 60436",41.521597,-88.124266,1,rooftop,20,"S Larkin Ave",,,Joliet,IL,"Will County",60436,US,Will
"W 79th St IL 60458",41.747302,-87.829351,0.6,street_center,,"79th St",,,Justice,IL,"Cook County",60458,US,"TIGER/Line® dataset from the US Census Bureau"
"8031 W 79th St IL 60458",41.747465,-87.819791,1,range_interpolation,8031,"W 79th St",,,Justice,IL,"Cook County",60458,US,"TIGER/Line® dataset from the US Census Bureau"
"W 79th St IL 60458",41.747302,-87.829351,0.6,street_center,,"79th St",,,Justice,IL,"Cook County",60458,US,"TIGER/Line® dataset from the US Census Bureau"
"8031 W 79th St IL 60458",41.747465,-87.819791,1,range_interpolation,8031,"W 79th St",,,Justice,IL,"Cook County",60458,US,"TIGER/Line® dataset from the US Census Bureau"
"8147 Joliet Rd IL 60525",41.802835,-87.824833,1,rooftop,8147,"Joliet Rd",,,"Mc Cook",IL,"Cook County",60525,US,Cook
"S La Grange Rd IL 60525",41.791385,-87.868874,1,street_center,,"S La Grange Rd",,,"La Grange",IL,"Cook County",60525,US,"TIGER/Line® dataset from the US Census Bureau"
"8147 Joliet Rd IL 60525",41.802835,-87.824833,1,rooftop,8147,"Joliet Rd",,,"Mc Cook",IL,"Cook County",60525,US,Cook
"S La Grange Rd IL 60525",41.791385,-87.868874,1,street_center,,"S La Grange Rd",,,"La Grange",IL,"Cook County",60525,US,"TIGER/Line® dataset from the US Census Bureau"
"12371 Derby Rd IL 60439",41.664128,-87.963482,1,rooftop,12371,"Derby Rd",,,Lemont,IL,"Cook County",60439,US,Cook
"1106 State St IL 60439",41.66057,-88.001274,1,rooftop,1106,"State St",,,Lemont,IL,"Cook County",60439,US,Cook
"12371 Derby Rd IL 60439",41.664128,-87.963482,1,rooftop,12371,"Derby Rd",,,Lemont,IL,"Cook County",60439,US,Cook
"1106 State St IL 60439",41.66057,-88.001274,1,rooftop,1106,"State St",,,Lemont,IL,"Cook County",60439,US,Cook
"121 North Milwaukee Avenue IL 60048",42.28368,-87.953761,1,rooftop,121,"N Milwaukee Ave",,,Libertyville,IL,"Lake County",60048,US,Lake
"210 Peterson Rd IL 60048",42.306651,-87.96498,1,rooftop,210,"Peterson Rd",,,Libertyville,IL,"Lake County",60048,US,Lake
"1179 W Park Ave IL 60048",42.281058,-87.972708,1,rooftop,1179,"W Park Ave",,,Libertyville,IL,"Lake County",60048,US,Lake
"121 North Milwaukee Avenue IL 60048",42.28368,-87.953761,1,rooftop,121,"N Milwaukee Ave",,,Libertyville,IL,"Lake County",60048,US,Lake
"210 Peterson Rd IL 60048",42.306651,-87.96498,1,rooftop,210,"Peterson Rd",,,Libertyville,IL,"Lake County",60048,US,Lake
"1179 W Park Ave IL 60048",42.281058,-87.972708,1,rooftop,1179,"W Park Ave",,,Libertyville,IL,"Lake County",60048,US,Lake
"6801 N Cicero Ave IL 60712",42.004828,-87.747543,1,rooftop,6801,"N Cicero Ave",,,Lincolnwood,IL,"Cook County",60712,US,Cook
"3946 W Devon Ave IL 60712",41.997401,-87.727703,1,range_interpolation,3946,"W Devon Ave",,,Lincolnwood,IL,"Cook County",60712,US,"TIGER/Line® dataset from the US Census Bureau"
"6599 N Lincoln Ave IL 60712",42.000584,-87.723387,1,rooftop,6599,"N Lincoln Ave",,,Lincolnwood,IL,"Cook County",60712,US,Cook
"3910 W Touhy Ave IL 60712",42.011964,-87.726736,1,rooftop,3910,"W Touhy Ave",,,Lincolnwood,IL,"Cook County",60712,US,Cook
"6801 N Cicero Ave IL 60712",42.004828,-87.747543,1,rooftop,6801,"N Cicero Ave",,,Lincolnwood,IL,"Cook County",60712,US,Cook
"3946 W Devon Ave IL 60712",41.997401,-87.727703,1,range_interpolation,3946,"W Devon Ave",,,Lincolnwood,IL,"Cook County",60712,US,"TIGER/Line® dataset from the US Census Bureau"
"6599 N Lincoln Ave IL 60712",42.000584,-87.723387,1,rooftop,6599,"N Lincoln Ave",,,Lincolnwood,IL,"Cook County",60712,US,Cook
"3910 W Touhy Ave IL 60712",42.011964,-87.726736,1,rooftop,3910,"W Touhy Ave",,,Lincolnwood,IL,"Cook County",60712,US,Cook
"819 Ogden Ave IL 60532",41.801622,-88.067998,1,rooftop,819,"Ogden Ave",,,Lisle,IL,"DuPage County",60532,US,Dupage
"4300 Lincoln Avenue IL 60532",41.807261,-88.077119,1,rooftop,4300,"Lincoln Ave",,,Lisle,IL,"DuPage County",60532,US,Dupage
"1109 Maple Ave IL 60532",41.786827,-88.072458,1,range_interpolation,1109,"Maple Ave",,,Lisle,IL,"DuPage County",60532,US,"TIGER/Line® dataset from the US Census Bureau"
"819 Ogden Ave IL 60532",41.801622,-88.067998,1,rooftop,819,"Ogden Ave",,,Lisle,IL,"DuPage County",60532,US,Dupage
"4300 Lincoln Avenue IL 60532",41.807261,-88.077119,1,rooftop,4300,"Lincoln Ave",,,Lisle,IL,"DuPage County",60532,US,Dupage
"1109 Maple Ave IL 60532",41.786827,-88.072458,1,range_interpolation,1109,"Maple Ave",,,Lisle,IL,"DuPage County",60532,US,"TIGER/Line® dataset from the US Census Bureau"
"84 Yorktown Shopping Center IL 60148",41.869829,-88.003864,0.22,place,,,,,Lombard,IL,"DuPage County",60148,US,"TIGER/Line® dataset from the US Census Bureau"
"1 E Saint Charles Rd IL 60148",41.887064,-88.017957,1,rooftop,1,"E St Charles Rd",,,Lombard,IL,"DuPage County",60148,US,Dupage
"1160 S Main St IL 60148",41.860901,-88.017873,1,rooftop,1160,"S Main St",,,Lombard,IL,"DuPage County",60148,US,Dupage
"84 Yorktown Shopping Center IL 60148",41.869829,-88.003864,0.22,place,,,,,Lombard,IL,"DuPage County",60148,US,"TIGER/Line® dataset from the US Census Bureau"
"1 E Saint Charles Rd IL 60148",41.887064,-88.017957,1,rooftop,1,"E St Charles Rd",,,Lombard,IL,"DuPage County",60148,US,Dupage
"1160 S Main St IL 60148",41.860901,-88.017873,1,rooftop,1160,"S Main St",,,Lombard,IL,"DuPage County",60148,US,Dupage
"4632 Lincoln Highway IL 60443",41.506316,-87.728362,1,range_interpolation,4632,"Lincoln Hwy",,,Matteson,IL,"Cook County",60443,US,"TIGER/Line® dataset from the US Census Bureau"
"200 Lincoln Mall Dr IL 60443",41.504786,-87.725795,1,range_interpolation,200,"Lincoln Mall Dr",,,Matteson,IL,"Cook County",60443,US,"TIGER/Line® dataset from the US Census Bureau"
"4632 Lincoln Highway IL 60443",41.506316,-87.728362,1,range_interpolation,4632,"Lincoln Hwy",,,Matteson,IL,"Cook County",60443,US,"TIGER/Line® dataset from the US Census Bureau"
"200 Lincoln Mall Dr IL 60443",41.504786,-87.725795,1,range_interpolation,200,"Lincoln Mall Dr",,,Matteson,IL,"Cook County",60443,US,"TIGER/Line® dataset from the US Census Bureau"
"4502 W Elm St IL 60050",42.347881,-88.285599,1,rooftop,4502,"W Elm St",,,McHenry,IL,"McHenry County",60050,US,Mchenry
"3523 Diamond Drive IL 60051",42.355462,-88.228663,0.22,place,,,,,McHenry,IL,"McHenry County",60051,US,"TIGER/Line® dataset from the US Census Bureau"
"4502 W Elm St IL 60050",42.347881,-88.285599,1,rooftop,4502,"W Elm St",,,McHenry,IL,"McHenry County",60050,US,Mchenry
"3523 Diamond Drive IL 60051",42.355462,-88.228663,0.22,place,,,,,McHenry,IL,"McHenry County",60051,US,"TIGER/Line® dataset from the US Census Bureau"
"8490 W North Ave IL 60160",41.90907,-87.839275,1,rooftop,8490,"W North Ave",,,"Melrose Park",IL,"Cook County",60160,US,Cook
"2033 N Mannheim Rd IL 60160",41.911862,-87.883777,1,range_interpolation,2033,"N Mannheim Rd",,,"Melrose Park",IL,"Cook County",60160,US,"TIGER/Line® dataset from the US Census Bureau"
"1901 N Mannheim Rd IL 60160",41.907718,-87.883928,0.9,range_interpolation,1901,"N Mannheim Rd",,,"Melrose Park",IL,"Cook County",60160,US,"TIGER/Line® dataset from the US Census Bureau"
"912 Winston Dr IL 60160",41.902583,-87.846568,1,rooftop,912,"Winston Dr",,,"Melrose Park",IL,"Cook County",60160,US,Cook
"148 W North Ave IL 60164",41.907354,-87.911409,1,rooftop,148,"W North Ave",,,Northlake,IL,"Cook County",60164,US,Cook
"148 W North Ave IL 60164",41.907354,-87.911409,1,rooftop,148,"W North Ave",,,Northlake,IL,"Cook County",60164,US,Cook
"8490 W North Ave IL 60160",41.90907,-87.839275,1,rooftop,8490,"W North Ave",,,"Melrose Park",IL,"Cook County",60160,US,Cook
"2033 N Mannheim Rd IL 60160",41.911862,-87.883777,1,range_interpolation,2033,"N Mannheim Rd",,,"Melrose Park",IL,"Cook County",60160,US,"TIGER/Line® dataset from the US Census Bureau"
"1901 N Mannheim Rd IL 60160",41.907718,-87.883928,0.9,range_interpolation,1901,"N Mannheim Rd",,,"Melrose Park",IL,"Cook County",60160,US,"TIGER/Line® dataset from the US Census Bureau"
"912 Winston Dr IL 60160",41.902583,-87.846568,1,rooftop,912,"Winston Dr",,,"Melrose Park",IL,"Cook County",60160,US,Cook
"148 W North Ave IL 60164",41.907354,-87.911409,1,rooftop,148,"W North Ave",,,Northlake,IL,"Cook County",60164,US,Cook
"148 W North Ave IL 60164",41.907354,-87.911409,1,rooftop,148,"W North Ave",,,Northlake,IL,"Cook County",60164,US,Cook
"5443 127th St IL 60445",41.661065,-87.754393,0.9,rooftop,5443,"W 127th St",,,Midlothian,IL,"Cook County",60445,US,Cook
"5443 127th St IL 60445",41.661065,-87.754393,0.9,rooftop,5443,"W 127th St",,,Midlothian,IL,"Cook County",60445,US,Cook
"14631 Pulaski Rd IL 60445",41.626822,-87.717618,1,range_interpolation,14631,"Pulaski Rd",,,Midlothian,IL,"Cook County",60445,US,"TIGER/Line® dataset from the US Census Bureau"
"5443 127th St IL 60445",41.661065,-87.754393,0.9,rooftop,5443,"W 127th St",,,Midlothian,IL,"Cook County",60445,US,Cook
"5443 127th St IL 60445",41.661065,-87.754393,0.9,rooftop,5443,"W 127th St",,,Midlothian,IL,"Cook County",60445,US,Cook
"14631 Pulaski Rd IL 60445",41.626822,-87.717618,1,range_interpolation,14631,"Pulaski Rd",,,Midlothian,IL,"Cook County",60445,US,"TIGER/Line® dataset from the US Census Bureau"
"8801 West 191st Street IL 60448",41.543091,-87.839078,0.87,range_interpolation,8801,"W 191st",,,Mokena,IL,"Will County",60448,US,"TIGER/Line® dataset from the US Census Bureau"
"18700 S Wolf Rd IL 60448",41.549195,-87.890801,1,rooftop,18700,"S Wolf Rd",,,Mokena,IL,"Will County",60448,US,Will
"9000 W 192nd St IL 60448",41.541678,-87.836231,1,rooftop,9000,"W 192nd St",,,Mokena,IL,"Will County",60448,US,Will
